Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SalePrice,0,1,2,3,4,9,11,15,18,19,20,22,24,25,28,32,33,43,44,53,57,60,71,73,78,85,95
1144,20,0.0,9000,5,3,1959,1959,0.0,288,718,1006,1006,0,1006,0,1,0,3,1,5,0,0,0,0,24,0,0,0,80000,-1.440507554950064,-0.09812541857665716,0.2252946000156749,-0.19703714572855005,-0.5820517746056171,-0.029951452643636155,0.19806336239402114,-0.0757239031806484,-0.05659560444201989,-0.0668241773567605,0.07361920889162589,-0.9614934131931127,0.23211817108074692,-0.0948023032554984,-0.16117132509033505,-0.4574624061378751,0.22784835616926866,-0.14921862916113343,0.13607662179906474,0.12420618641367483,0.053546983646899055,-0.057532350183550615,-0.17290114441789747,0.23301210264710662,-0.032850004643030645,-0.10806689785858013,0.033339625532147366
1145,190,60.0,12180,4,4,1941,1950,0.0,348,324,672,672,252,924,1,1,0,2,1,5,0,1,280,0,0,0,0,0,80000,-1.5129260099744881,1.3130006578914593,-0.25934477471754164,-0.26798377162056586,-0.06164467135045149,-0.3113360689984215,0.5064507801982012,-0.1322986549965693,-0.3951936229125954,-0.3197059547842039,0.4817519341011585,0.9295263671686752,0.3188424332248068,-0.19255323051357684,0.35028857700775157,0.8764189109985182,0.49211193508643086,0.5959322229886429,0.16655164069423847,0.3272443544567912,-0.20369453404768648,0.1985516223526607,0.3511787840616686,0.2766006139854466,0.5140990857067884,0.027097389025214875,0.22894807829520764
1146,50,52.0,6240,5,6,1928,1950,0.0,0,1042,1042,1042,534,1576,0,1,0,3,1,8,1,1,225,0,0,0,0,0,149000,-1.4184669917385528,2.0502299360761995,0.45974884486695944,-0.06902027920843103,0.45423466730704887,-0.37561310235654954,0.23704419394072418,-0.5778769732799192,0.31458520204380136,0.5256146106125943,0.5905624993003666,-0.19971031632684216,0.3159799335720421,0.05904504569232683,-0.008198082618549242,-0.012819558601351084,-0.32551722443276265,0.09235404179407257,0.16258966269896144,-0.1363447624758827,-0.2773715479049505,-0.25966484897302267,0.11662902865492163,-0.08205446649692448,0.1584379946848961,0.10215826156446678,-0.10433140852385571
1147,20,0.0,11200,6,5,1985,1985,85.0,1258,40,1298,1298,0,1298,1,2,0,3,1,5,1,2,403,165,26,0,0,0,180000,0.5030299103357424,-0.6027436577223407,-0.4584246857284055,-0.9909813005196662,0.03148023131516799,0.6958197285281483,-0.13636869048313,-0.057412071257847135,-0.06579778372650574,-0.52400999631463,0.07303018526290231,-0.25217345978350036,0.26898036277951726,-0.19666667713355265,0.5707352719509177,0.0625814049527024,-0.18790211793930353,-0.24261488080470373,0.10682229665807592,-0.07572798001716038,0.04181963721168657,-0.23031034353120328,0.31266858484705434,0.16977483426357926,-0.12502798848748806,-0.3509200114050089,0.0063057966049687225
1148,70,75.0,12000,7,7,1941,1950,0.0,275,429,704,860,704,1564,0,1,1,3,1,7,1,1,234,0,0,0,0,0,174500,-1.110431229025149,0.12063783781352236,0.13064121894741046,-0.18140196234868752,0.236571484255896,-1.51883487548696,-0.4275691611594937,-0.33763379591117487,-0.4984517437664072,-0.014546673390223907,0.31716095941119565,-0.2687258327568429,-0.5534102324593926,0.023976251629056148,0.49671286221941646,0.4258204260385788,0.16602413433064492,0.1417854893634768,-0.10264629983802281,-0.46866310646476556,-0.45900927007798703,0.20507157638949422,-0.08149605574137304,0.36591170373591864,-0.09087638167836781,0.029843680858512855,-0.12135922977892229
1149,50,0.0,5700,7,7,1926,1950,0.0,0,572,572,572,539,1111,0,1,0,2,1,5,1,1,288,0,0,176,0,0,116900,-1.2486369423879176,1.8075678629090395,0.08885029128746481,-0.04626094419072213,0.2599685101690146,0.09227532180684066,-0.2774655425155317,-0.6944137185475677,0.07045038192948955,-0.13017918070069734,0.3482223009740298,-0.20552053477313284,-0.08237161296331617,0.11894258895422632,-0.48310406581297605,0.1945575522192908,0.01267864205795105,-0.450960605311541,0.22186794686718522,0.11845473504773613,-0.041705598062285174,0.19972552519676304,0.08086071094226356,0.0436398115336452,0.13525410689035594,0.16667301783033792,0.14619272377697032
1150,70,50.0,9000,7,9,1920,1988,0.0,624,26,650,832,650,1482,0,1,0,3,1,7,0,2,324,0,0,0,0,0,143000,-0.7257317979508358,1.5653922424784323,0.2734100237248994,-0.23542254856792436,0.38475626031631893,-0.3889131499153146,-0.1716918329665581,0.9048921386787208,1.3043801473760939,-0.29075121791660974,0.5281105135893408,-0.31116062756026014,-0.21620788057320914,-0.1163983125804492,-0.38426121621554465,0.01211526069030239,-0.35400356148368284,-0.13935483319185762,0.005116070964157674,-0.045771322086717206,0.10027566287638666,-0.14976224526136256,0.2186791722174984,-0.00538499825066676,0.021884450541191005,0.05551496929476015,0.07698379106340052
1151,20,57.0,8280,6,5,1950,1950,0.0,0,932,932,932,0,932,0,1,0,2,1,4,1,1,306,0,0,214,0,0,124000,-0.8035325168418975,-0.43711122258961344,0.2829880735083738,0.7992990491257179,-0.7564176943274892,-0.5127135091246761,0.06725148096815353,0.3263745014941842,-0.7126685720458489,0.3699207045561452,-0.12977540086192013,0.32932822782787713,0.2956239159572217,-0.043702763515880476,-0.21730649126030813,0.5317619928916223,-0.7230477479563301,-0.24369475116696723,-0.39090368438632156,0.07367523371740112,0.0032563011645649616,0.709943730592911,-0.27664853875691425,-0.13230216716789917,0.022359000980644566,-0.14918558000366866,0.013709214497125385
1152,20,134.0,17755,5,4,1959,1959,132.0,176,1290,1466,1466,0,1466,0,1,1,3,1,6,2,2,528,0,140,0,100,0,149900,-1.0033944298294486,-1.3194177541474035,0.5459292754986967,-0.6043801660180914,0.31251932656238707,-0.15499691359923395,-0.1033363345281226,0.4349316577682643,-1.0416326668998712,0.02829646915564006,0.7803798292658443,-0.20134798555842737,0.1318353924282429,0.3041428479415904,-0.3612810813729424,-0.3671741672007902,0.8400697754433556,0.09412335573464041,0.2934752770752964,-0.17923617673114592,-0.29794638207007923,0.0053938411641885654,0.03075686854339384,0.1542503212944392,0.12772928683095866,-0.09745703171826339,-0.07549014338703408
1153,20,90.0,14115,6,7,1956,2004,0.0,296,230,1073,1811,0,1811,0,1,0,2,1,6,1,2,470,0,0,280,0,0,230000,-0.07664795427833991,-0.5894516828382877,0.7273212764610326,1.0132747757402123,-0.3375298459329482,-0.8950029737602226,-0.32217606895715606,0.4967720645225363,0.19849404047343672,0.40972138031977956,0.18767127712817536,0.2144586626027008,-0.03808514502729775,0.8681778769165054,-0.7040184091755637,0.23022369009542226,-0.18744866672086669,0.14296300015042823,0.06629590357641936,0.05378734243217204,0.005590262582869418,0.30465824023970584,0.08647175475130726,-0.14215396018611684,-0.19183447265768386,0.11185751121753433,0.23856329356178668
1154,30,0.0,5890,6,8,1930,2007,0.0,538,278,816,816,0,816,0,1,0,2,1,5,0,1,432,0,0,96,0,0,120500,-0.682052177808075,1.2437604995826765,0.2991903652896057,0.5287490356811619,-0.31395706865044076,1.1600161424282633,-0.6265683439873599,0.10604208277194008,0.9345823977605373,0.9162312041402265,0.06700593027192195,0.2461616484026029,-0.5026405607975996,0.22390101116966157,0.5657914814819828,-0.3387834813186552,0.35312267990976787,-0.254331339330744,0.210024164625357,-0.21104102258136448,-0.14386298790171068,-0.021693078819753367,-0.005657605689918374,-0.026637789011514743,-0.253296386327633,0.012303392036797301,0.01433019587346625
1155,60,0.0,13700,7,6,1965,1988,288.0,454,410,864,902,918,1820,0,1,2,4,1,8,2,2,492,60,84,0,273,0,201800,-0.3232752693721206,-0.9658275937693255,-0.12050519276003145,0.44759640807881623,-0.13680849067504944,-0.8498598526283149,0.10889813108528222,0.6855869640384799,-0.8162508987169761,-0.5240418571733141,0.10121189921242905,-0.45261113132311026,-0.15150396615950118,0.5887760014190064,-0.3154863381166794,0.34198482063654867,-0.8963349013751196,-0.15270383865700132,0.1507357731627351,-0.2065903772769441,-0.10796212649428415,0.1549546218834571,-0.20149263174582566,0.0438177031852754,-0.06948173086274442,-0.0004655396448305873,-0.01934212116181229
1156,20,90.0,10768,5,8,1976,2004,0.0,1157,280,1437,1437,0,1437,1,2,0,3,1,6,1,2,528,0,21,0,180,0,218000,0.11169595038905183,-1.465211310551655,-0.8798804420720027,0.9401690233644358,-0.9793009053210125,0.7502851122098295,-0.15966505609876203,1.0634899636684318,-0.06506273238863487,0.025805149642915526,0.8336136788000932,-0.4387291262255925,-0.1360842025159756,0.32952815828831256,0.30127807058533373,-0.4634857999592851,-0.18922717780122764,0.06252109288164782,-0.1698654900644498,-0.16390697289061282,0.030484830769487218,-0.13681047692735587,0.07125944133708621,0.25280705232445433,-0.06458336366813734,0.01764669784241415,-0.08474435526338323
1157,80,85.0,9350,5,8,1965,1999,0.0,633,586,1219,1265,0,1265,0,2,0,3,1,6,1,2,502,0,92,0,0,0,179900,-0.41100328079341825,-0.4903854784756428,0.0651496018712386,-0.11410958865664193,-0.6723986581571902,-0.9292420342406188,-0.644903222722452,0.26344560439592957,-0.08151238974568713,-0.4086715561187682,0.5780700490581191,-0.23140681611314182,-0.35215832261089614,0.671713391707067,-0.812701548589886,0.16304112572238721,-0.4451794356344843,0.10353276464532873,-0.21560594256285753,-0.20947364546395195,0.03843816039063187,0.6638927096027567,-0.027068043054222127,0.13435700376733378,-0.015967432535386766,-0.08043007944313012,0.005143394431359274
1158,120,34.0,5001,7,5,2007,2008,166.0,904,410,1314,1314,0,1314,1,2,0,2,1,6,1,2,626,172,62,0,0,0,230000,2.3473271280884576,-0.21568966269649867,0.14900307541298854,-0.04715675337498615,-0.6319615417377763,0.03837443703376643,0.8697172771340923,0.09230871201049873,-0.4261902012787968,-0.21136899108818344,0.35976274679898324,-0.34993893087237704,0.16817256690098703,-0.2743605701374422,0.33598172503746315,0.26213266571819893,-0.36435968259757573,-0.356372195188467,0.27261180288569065,-0.04605628928842138,0.24332439154976998,0.27522626133250533,0.1779192951214706,-0.1445856130424076,0.08726207331691258,0.1579124935287802,-0.12595567474498365
1159,20,92.0,11932,8,5,2007,2008,186.0,0,1580,1580,1580,0,1580,0,2,0,3,1,7,0,3,830,0,24,0,0,0,235128,2.1033926475113325,0.4042029084385744,0.5560150374290479,-0.2985444299538861,-0.8048354345243381,1.1238637748671738,-0.19352281340346728,-0.0621133633611007,0.23756314349959143,-0.05433834440935424,0.05514576200543725,-0.09747372981386067,0.394040292385087,-0.573041374474236,0.01628090894662474,-0.007190809926890565,0.13165601670510255,0.23941423423660071,0.317119504459729,-0.1042984972583364,0.15175084060371805,0.2200044431516519,-0.10054871779272305,0.2090805996123345,-0.12221262710174174,-0.0222163117680652,0.14217871629075415
1160,60,76.0,9120,6,6,1974,1974,270.0,442,459,901,943,933,1876,0,2,1,4,1,8,1,2,540,0,69,0,0,0,185000,-0.27925387711996336,-1.474248549149513,-0.48643763305348986,-1.0662252241808874,1.1798549941212182,0.30297194254013315,-0.3164769717433836,0.6753560253458939,0.00643757556393828,-0.005934619104579864,-0.02601461965719107,-0.1637127758675056,0.1598289152729977,0.4909587288000889,0.35432210058432784,0.22704032461485796,-0.3283557728401595,0.04888507613941371,-0.14909793617038894,0.036693627795811645,-0.08136368916917,0.005650153725764582,0.005367316062758633,0.1522495567706718,-0.1015287315248677,0.04527568867642933,0.0023234751250225164
1161,160,24.0,2280,6,5,1978,1978,0.0,311,544,855,855,601,1456,0,2,1,3,1,7,1,2,440,26,0,0,0,0,146000,-1.0192032991183395,-0.38722295837707865,-1.1177842851539235,-0.9007725518004538,-0.031481326990307375,-0.7013346579060719,-0.7229159362548213,0.3629473323014308,0.25692839355316915,0.3451462051190455,-0.009278711966753443,-0.20088036622627334,0.07604916124370249,0.2268508617051611,0.7233705715425502,0.5623840143805465,-0.32052229439693536,-0.051887863346040015,-0.05644370419924766,0.051995933771647275,0.17410839453160035,0.20164510343771938,0.5012382374954113,-0.03711928852578761,0.33213601346333893,0.0912643932263297,-0.13473416596111704
1162,20,0.0,14778,6,7,1954,2006,72.0,728,568,1296,1640,0,1640,1,1,0,3,1,7,1,2,924,108,0,0,0,0,224000,0.10124367546554576,-0.8021168202731226,0.32660907261806954,1.0630843991025982,1.1047421922339569,1.0150491230647272,0.09607031355296707,0.3856769233218072,-0.43601445260256494,0.41932442778117013,0.01621362846175208,-0.5110641197150381,0.015549395862480051,-0.8171569962151968,0.3528552353297002,-0.06681609211523662,0.6145148088407896,0.31837441727967714,0.2677630909870691,-0.24419142512396855,-0.1982359431712706,0.06660326938687558,0.13022037593757485,-0.0416520639874802,-0.4037292900807487,0.3129670079923335,0.2939277227791332
1163,20,109.0,8724,5,5,1968,1968,0.0,492,402,894,894,0,894,0,1,0,3,1,5,1,2,450,0,0,0,0,0,129000,-0.43731659614793233,-0.5486967182981759,-0.008471979913787899,-0.5454903167541086,-1.12618912427429,-0.7058395605472222,-0.20189282078426363,0.5675426425233125,-0.49702189966076843,-0.23617553647031642,-0.33040738505437495,-0.007351730239064261,-0.03213801774334533,-0.5877155701639608,0.1384197371098633,-0.4369548508483106,0.5478366640771838,0.40870982875486933,0.07531805420520296,0.12550212500853064,0.17519015262391852,0.17838002290673532,-0.24257899834989077,0.13866264656369415,0.019468729749082515,0.03487884219315976,-0.2004774300962805
1164,90,60.0,12900,4,4,1969,1969,0.0,1198,0,1198,1258,0,1258,2,0,2,0,2,6,0,2,400,120,0,0,0,0,108959,-1.225584068955085,-0.2707065815997543,-0.27147405044405376,-0.4882724206814126,-0.37090762729169036,-0.04980156583405207,-0.22332527724613319,0.16900745472564524,0.1549056837416758,0.09444862961272651,0.25459897127339687,-0.6803244310449051,1.2497845043053917,-0.9619357063363827,-0.046519430715087615,0.1738643556270217,-0.15217586268178665,0.04790639008216666,0.12329587302351226,0.23033240366503807,0.13151659315412664,0.37277034270279924,-0.22040892160722458,0.006763873142801105,0.12431776447982987,0.0038578331765819953,0.27003763310666573
1165,80,0.0,16157,5,7,1978,1978,0.0,680,289,1360,1432,0,1432,1,1,1,2,1,5,1,2,588,168,180,0,0,0,194000,0.14780840754180222,-0.8460748028922109,-1.1750919261478825,1.0090552260689,-0.4992434897493066,-0.31995561551830876,-0.680456523839376,0.4413040953647283,0.7434292081296192,0.3488183493572618,0.14442257120336155,-0.17203886707525234,1.075175596470512,0.6594446392618353,-0.8096188186903931,0.4670663684581041,-0.34612133627209085,-0.19956752324898613,-0.09706613049181326,-0.1427697784279424,-0.27604935696819816,0.157648378206736,-0.30502237547444294,0.07368760634008677,-0.045085358048731136,-0.11231198289281279,0.054234494943222085
1166,20,79.0,9541,7,5,2009,2009,268.0,0,1502,1502,1502,0,1502,0,2,0,3,1,7,0,2,644,0,114,0,0,0,233170,2.3793740886376633,0.09845025212243423,0.606162222931604,0.3623029464578187,-0.7510389691263796,0.5100394215467738,0.7127423951564752,-0.003452336230114249,0.4955005491516094,0.0803128709303505,-0.016513892538535455,0.08173959987366519,0.11255365898456572,0.0035566135170912497,0.2481968424274562,0.022498246711792295,-0.2242959894020877,-0.3354230107773639,0.09312103101339617,0.0015131509942944948,0.23588613132880737,0.1182143517904232,0.009799186881330782,0.037684603878097384,-0.04109744906118112,0.1176085411875838,0.13532678386000638
1167,20,64.0,10475,8,5,2008,2008,72.0,0,1694,1694,1694,0,1694,0,2,0,3,1,7,0,3,776,160,33,0,0,0,245350,2.2864423665394717,-0.20566970099361123,-0.294019380562475,0.7641697754871158,-1.0282098393523504,1.119151015696518,0.5116610922300957,-0.34834717308812757,-0.4341318591285554,0.6080496427697659,-0.001799096471785205,0.12856500250158193,0.2216432148864181,0.2323898720381484,0.25446328575936367,-0.055407171152698664,0.023585280404227527,-0.24927959753904302,0.30765265949648746,0.03408440310575707,0.062037176762830756,0.0004559861839711721,0.02342816136012509,0.03398555964433097,-0.017828797792187327,0.011018426601025068,-0.11612652752193846
1168,60,58.0,10852,6,5,2000,2000,0.0,786,173,959,959,712,1671,1,2,1,3,1,7,1,2,472,0,38,0,0,0,173000,1.2602784394434694,0.06385010910889956,-1.150973243758281,0.47001327170083623,-0.07222045746721639,-1.244912759607035,0.09848694932558825,-0.17856095582358686,0.5567046361823551,-0.5071331866299581,-0.05472574740437582,0.1158901009495566,0.2823752953320591,-0.4762533647959849,-0.47757087298183165,0.11223569615859809,-0.13951057791612842,-0.2689705076117929,0.09665182485700012,-0.14769418661826056,0.06271060079142515,-0.08711610012870409,0.06142387755879233,0.17842588130195758,-0.2535883980715566,-0.12392181089499323,0.09136223997195365
1169,70,120.0,13728,6,7,1935,1986,0.0,626,501,1127,1236,872,2108,0,2,0,4,1,7,2,2,540,0,0,0,90,0,235000,-0.7810885422061994,0.23872105866139548,-0.2009484522174404,0.3616178806778258,0.685226564230317,0.14900293071210968,-1.1588039452068584,0.05351099879714405,0.251013032984987,0.04529805335636664,-0.44025162536396845,-0.7652338918152845,-0.024078224410035997,0.14794213487253893,0.14361996620689071,0.18208568360965055,-0.11779436037868779,-0.018985512473467425,0.3057240812634541,-0.034481223888245184,-0.15562855328355163,-0.3646995501004064,-0.04007661141824592,0.04510158781545661,0.46489136416862326,-0.002621453641716004,0.08380893961142158
1170,60,118.0,35760,10,5,1995,1996,1378.0,1387,543,1930,1831,1796,3627,1,3,1,4,1,10,1,3,807,361,76,0,0,0,625000,1.8536657571005835,-1.1303663033429647,-0.4778635242530521,0.8993074413858904,1.9832236929855427,0.1977010873658233,-0.300664420181843,0.4754850336467724,0.8008940656676651,-0.2448166013152802,0.32076802179456676,0.6412768148959144,-0.2752545061932576,0.2588313339798334,-0.020681683674012054,-0.3426144527442209,-0.37024189382365086,0.5070887757942617,-0.12930335573540527,-0.22193556238550513,-0.20435814893629,-0.14787544232744643,-0.1323212038540327,0.11487421464191004,0.19210383218830163,0.05710280788366985,-0.23585407582604415
1171,80,76.0,9880,6,6,1977,1977,0.0,522,574,1096,1118,0,1118,1,1,0,3,1,6,1,1,358,203,0,0,0,576,171000,-1.3118261693911297,-1.0331302588022095,-0.08672840949282959,-0.2572014677563535,-0.35623233447888447,-0.8338895079416436,-0.7123857724601723,0.3706489410101411,-0.16981145560221758,0.5686478109729212,0.2844695265639854,-0.32015592146478644,0.4428519873775521,0.8545064911265674,-0.1306115205058312,0.2684606028553598,0.4713764978722275,0.025957042743944666,0.06735969891758692,0.025271437306310183,-0.1586904455755791,0.4839603437693261,-0.19767386533823975,-0.2808457875702995,-0.0013589592470162808,0.1735660037650235,-0.18222615873294026
1172,20,76.0,9120,6,6,1958,1958,0.0,662,599,1261,1261,0,1261,1,1,0,3,1,6,1,2,433,0,0,0,288,0,163000,-1.1925188379600606,-1.1071386029429207,0.6660681748583063,-0.5981323735537176,-0.3169867877379431,-0.7432470238539305,0.005204036885641976,-0.3840589899762102,0.5489590766849637,0.5362159643787667,-0.43604908466730774,-0.02770545848841861,-0.04555529973974817,0.3258743470719239,0.0834540290574561,0.2597077178799617,-0.4845525045618011,-0.21268524165176597,-0.029144375371790633,-0.1375441012416832,-0.0975914203352667,-0.11885397825966512,-0.050454006617358986,-0.05031085027484191,0.09638641007065567,-0.10826523105316463,-0.07456085414513172
1173,160,35.0,4017,7,5,2006,2007,0.0,0,625,625,625,625,1250,0,2,1,2,1,5,0,2,625,0,54,0,0,0,171900,1.2932836704200088,1.4693734697740448,-0.969582088381669,0.030591651777096968,0.8653453573325381,-0.33106304635450656,0.3205275238706925,0.3722672427760373,-0.5035982532656935,0.7697242926804958,-0.6593889978457229,0.5901180395529904,-0.10988568933873151,-0.006877397715292342,-0.5507225541830458,-0.1586890659205852,0.4414732358493845,0.48896924410999826,-0.408325290104539,0.2671760334587723,-0.01681903621432818,-0.09182936352755248,0.007012852833147219,0.09501290005709609,-0.07949634948673466,-0.007240251089736044,0.012216551628277596
1174,50,138.0,18030,5,6,1946,1994,0.0,152,977,1598,1636,971,3086,0,3,0,3,1,12,1,0,0,122,0,0,0,0,200500,-1.3735281379078377,0.05301900790734726,-0.0067340472421059125,1.0637086914434934,0.19237996204140068,-1.1305930615067565,0.8073185255146249,-0.08497208119539028,-0.7733154556249995,-0.14305113322468319,0.37209517797923425,-0.7566191322125089,-0.10590766285394633,-0.024813332915807333,0.11682441704205448,0.6127502245426011,0.2673989580211162,0.33331188691666525,-0.2804522599511685,-0.2149106357439093,-0.5468554945348347,0.4446437934959819,0.2384925772845497,-0.0906715444590629,-0.30791369551364256,-0.2060833359774106,0.4249224160063129
1175,70,80.0,16560,6,8,1932,1950,0.0,503,449,952,1170,1175,2345,0,2,1,4,1,9,1,2,360,0,0,0,0,0,239000,-1.0586062989824714,0.8113196125371769,-0.8474209076169464,0.9951650047852735,0.28048047786302804,-0.540826459526175,0.07165943233837625,-0.9729045523126639,-0.02793201325155219,-0.28892060633324246,0.482120772134101,-0.16197584092286244,-0.2637434010144401,-0.583127174542929,-0.10485598952960506,-0.30426340752133035,-0.2003156257912307,0.5611758166776957,-0.025596715184470556,0.1244707700612253,-0.05154151450733651,-0.03495755659682283,-0.05763054438617112,-0.10868148257769766,0.06531941150992923,0.09462987194217057,-0.011997239591585917
1176,50,85.0,10678,8,5,1992,2000,337.0,700,983,1683,2129,743,2872,0,2,1,4,1,9,1,2,541,0,33,0,0,0,285000,1.6274608015959167,-0.5701070040667735,-0.28027356923959096,-0.7826694483651154,1.314069683992758,0.14643959132246603,-0.6209909607720124,-0.0630257791291879,0.3932093885631369,-0.026348121031205655,0.021684458960324067,0.2974362100190511,0.354435936335615,-0.35920463048487195,0.07966527965305885,0.3320805558792542,-0.06231387330087205,-0.2837999474045555,-0.2115033505856032,0.004628798125807897,0.040422738999606134,0.0039023615720995015,-0.1366519584955823,-0.05139357029088433,0.17224423774605496,0.30926394046590083,-0.15611627042334253
1177,20,37.0,6951,5,5,1984,1985,0.0,658,218,876,923,0,923,1,1,0,3,1,5,0,1,264,362,0,0,0,0,119500,-1.1765770838186342,-1.0658571586043826,-0.6004009499495915,0.8616581573044907,-0.4591926661561848,0.7064221648182848,-0.11791038591468012,0.10195559645731857,0.12437869626241721,0.03047012784443363,0.5068387537891439,-0.5079842015949128,0.13303943030608126,0.5305274714775376,0.1741469386952225,0.4905815370965125,0.6243550916244079,0.4107937779825031,0.18799138581449562,0.084871781576168,0.053781753554736786,-0.10733883106093489,-0.06506313702420297,-0.2969225774125256,-0.171719143335061,0.12271239565675043,0.028453932246133223
1178,50,0.0,3950,6,8,1926,2004,0.0,468,350,818,818,406,1224,0,1,0,3,1,5,0,1,210,0,0,116,0,0,115000,-2.3221691092315684,1.5495574029793833,-0.03602541251757415,-0.23921675782930218,0.42979623200225536,-0.3359023028557404,0.6197296936722281,-0.06898728840694505,-0.0206997177114698,-0.7307020727129642,0.2191258613094782,-0.6456934019597277,0.1929282979934938,-0.4472438247145546,0.19630683980452668,0.21468863779256392,0.12023580897043423,-0.23224150850930875,-0.3546547083126932,-0.19054308292492655,0.0690928346112749,-0.05553831295809118,0.10373602743965474,0.16191033229530577,-0.10501974355183981,0.03138984512707738,-0.17258232085212122
1179,50,54.0,7681,5,6,1921,1950,0.0,0,731,731,820,523,1343,0,1,1,3,1,7,1,1,186,192,0,102,0,0,154900,-1.258812537280655,1.3263335499561693,-0.20537686700227092,1.733697556609346,0.14887096387449295,-0.0402809205551347,0.1433403817000756,-0.9452057329100607,0.21823111349540258,0.8475633342009313,0.39998691987179275,-0.3154145783962149,0.28243051819410797,-0.24750039019645778,0.043147607124960546,0.1304776454148369,-0.3206748537822627,0.5389005543895939,-0.41065419165296213,0.2073295188645398,0.03904545744298672,0.04952994779899407,-0.06755954389428849,0.25106286027131985,-0.3459393330974047,0.15957580863778376,0.04736360951711185
1180,20,77.0,8335,5,5,1954,1954,0.0,0,0,0,1124,0,1124,0,1,0,3,1,5,1,0,0,0,36,190,0,0,93000,-1.1441310667084352,0.5865359876541537,0.42670072029882866,1.0092882342600902,-0.5734640540834917,0.42923528713845416,-0.3636286609753615,-0.45282682879501296,-0.6455793640786641,0.2784770113021885,-0.26176128273487587,0.306273223335631,-0.252457517692412,-0.08582505973541911,-0.037663738947406496,-0.19435568695860853,0.5526414118029916,-0.5451321405214808,0.23744622604730922,-0.23351806529716052,-0.26729931433524007,0.006643431637748382,0.14903258404562614,0.023300431610287463,-0.12768488606776104,-0.05144385531953727,-0.2621493385110695
1181,60,0.0,11170,7,5,1990,1991,0.0,1216,0,1216,1298,1216,2514,0,2,1,4,1,8,0,2,693,0,0,0,0,0,250000,0.18972716364475967,0.15506224823842946,-0.9216678428917687,0.5315386635730259,0.4952618918299202,-0.37136213026050946,-0.5571206076533585,-0.8021560160685641,-0.19901796002593045,0.17895608395634605,0.06318464472448697,0.16635129298842172,-0.4430453907037643,-0.208621779067086,-0.07791294780130602,0.10243129653127686,0.27201468489297176,0.05322813678718271,0.2734964372962923,-0.5285311545666198,0.6974860055681791,0.11586840295046999,-0.1501435282389262,-0.34816107508983135,0.6742661862372643,-0.1500123589015077,0.2766669601103268
1182,120,64.0,5587,8,5,2008,2008,186.0,1480,120,1600,1652,0,1652,1,2,0,2,1,5,1,2,482,162,53,0,0,0,392500,1.8403085423091992,-0.16799883298235285,2.2317799394977778,0.9646672249168509,1.358456142979598,-0.18821395313796546,0.07708757666217778,0.7484258626057132,0.5444382177619437,-0.2648574444109551,-0.27969163648663387,-0.8709636438834516,-0.8097513382055164,0.21859767808545047,-0.19342974478935168,0.24592471975558522,-0.30314913913428626,-0.3530817213433245,0.019981255456040795,0.21250624630505474,-0.22032777928996483,-0.4490029600954762,-0.3766703958613542,0.23580454730882888,0.01993567228618007,0.27614689809111853,-0.3466219779318853
1183,60,160.0,15623,10,5,1996,1996,0.0,2096,300,2396,2411,2065,4476,1,3,1,4,1,10,2,3,813,171,78,0,0,555,745000,1.5556087763475281,-0.353393093941766,0.1793082262711556,1.6189372102087745,1.2059209347818465,0.059044084484672466,-0.9808058247162589,-0.35193655788257977,0.9281202095457489,-0.18583639073167577,-0.6911283137726905,0.3361411050978219,0.5087543319606355,0.4262639846278569,0.1799224869746725,0.018686883631469798,0.04621737665546683,0.3130812862499576,-0.07652909947958567,-0.11198687523402635,-0.1559989055617568,-0.06821034393934712,-0.11884523589566522,-0.20324355241634373,0.23783266247831752,0.0288835678636937,-0.21355541341639228
1184,30,60.0,10800,5,6,1920,1950,0.0,821,299,1120,1130,0,1130,1,1,0,2,1,5,1,2,720,229,0,0,0,0,120000,-1.4630611099987523,0.517499576239315,1.1766829996169277,0.13147985088740846,0.025800353850994412,-0.36636045606908135,-0.30573820189399825,-0.224570867628822,0.2882673565738388,0.25336624143196496,0.2763459387951007,-0.2124037861686108,0.2110619904008823,-0.1725533291738086,0.17434258150848125,-0.530336786976189,-0.20621272477443667,-0.06817361842593254,0.30477008361220437,0.36664060423092953,0.0342199806103298,-0.024660185590692572,-0.1050349794971353,0.3205850884853286,0.11380212014507482,0.025114760918001383,-0.14632659657194705
